"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Soil_type","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","DOI","Horizon_mid_depth_cm","Horizon_bin_cm","OC_from_SOM_our_eq","OC_obs_est","OC_perc_final","Notes","Lat_Long"
"CCRCN","CRMS Database CRMS0550_3",NA,NA,"marsh",29.76637,-91.69803,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.44,"CRMS0550_3",17.52,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.52,0.44,NA,2,"0-15cm",7.39783905666494,"Estimated (our equation)",7.39783905666494,NA,"29.76637_-91.69803"
"CCRCN","CRMS Database CRMS0551_1",NA,NA,"marsh",29.70105,-91.54178,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.23,"CRMS0551_1",64.16,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.16,0.23,NA,2,"0-15cm",29.1347809526673,"Estimated (our equation)",29.1347809526673,NA,"29.70105_-91.54178"
"CCRCN","CRMS Database CRMS0551_2",NA,NA,"marsh",29.70105,-91.54178,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.17,"CRMS0551_2",65.65,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.65,0.17,NA,2,"0-15cm",29.8781715902558,"Estimated (our equation)",29.8781715902558,NA,"29.70105_-91.54178"
"CCRCN","CRMS Database CRMS0551_3",NA,NA,"marsh",29.70105,-91.54178,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.21,"CRMS0551_3",67.27,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.27,0.21,NA,2,"0-15cm",30.6898617706135,"Estimated (our equation)",30.6898617706135,NA,"29.70105_-91.54178"
"CCRCN","CRMS Database CRMS2568_1",NA,NA,"marsh",29.56315,-91.35427,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.19,"CRMS2568_1",29.4,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,0.19,NA,2,"0-15cm",12.6526561639081,"Estimated (our equation)",12.6526561639081,NA,"29.56315_-91.35427"
"CCRCN","CRMS Database CRMS2568_2",NA,NA,"marsh",29.56315,-91.35427,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.29,"CRMS2568_2",23.89,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.89,0.29,NA,2,"0-15cm",10.191482704951,"Estimated (our equation)",10.191482704951,NA,"29.56315_-91.35427"
"CCRCN","CRMS Database CRMS2568_3",NA,NA,"marsh",29.56315,-91.35427,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.2,"CRMS2568_3",23.79,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.79,0.2,NA,2,"0-15cm",10.1471983468193,"Estimated (our equation)",10.1471983468193,NA,"29.56315_-91.35427"
"CCRCN","CRMS Database CRMS4014_1",NA,NA,"marsh",29.54863,-91.32302,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.32,"CRMS4014_1",18.28,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.28,0.32,NA,2,"0-15cm",7.72823553966326,"Estimated (our equation)",7.72823553966326,NA,"29.54863_-91.32302"
"CCRCN","CRMS Database CRMS4014_2",NA,NA,"marsh",29.54863,-91.32302,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.14,"CRMS4014_2",28.16,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.16,0.14,NA,2,"0-15cm",12.0951653101543,"Estimated (our equation)",12.0951653101543,NA,"29.54863_-91.32302"
"CCRCN","CRMS Database CRMS4014_3",NA,NA,"marsh",29.54863,-91.32302,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.31,"CRMS4014_3",23.72,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.72,0.31,NA,2,"0-15cm",10.1162074211494,"Estimated (our equation)",10.1162074211494,NA,"29.54863_-91.32302"
"CCRCN","CRMS Database CRMS4016_1",NA,NA,"marsh",29.56315,-91.38552,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.17,"CRMS4016_1",20.74,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.74,0.17,NA,2,"0-15cm",8.80308518449006,"Estimated (our equation)",8.80308518449006,NA,"29.56315_-91.38552"
"CCRCN","CRMS Database CRMS4016_2",NA,NA,"marsh",29.56315,-91.38552,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.19,"CRMS4016_2",19.9,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,0.19,NA,2,"0-15cm",8.4351342343469,"Estimated (our equation)",8.4351342343469,NA,"29.56315_-91.38552"
"CCRCN","CRMS Database CRMS4016_3",NA,NA,"marsh",29.56315,-91.38552,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.12,"CRMS4016_3",39.38,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.38,0.12,NA,2,"0-15cm",17.2160124966631,"Estimated (our equation)",17.2160124966631,NA,"29.56315_-91.38552"
"CCRCN","CRMS Database CRMS0006_1",NA,NA,"marsh",30.25993,-89.97923,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.18,"CRMS0006_1",19.2,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,0.18,NA,2,"0-15cm",8.12924447399691,"Estimated (our equation)",8.12924447399691,NA,"30.25993_-89.97923"
"CCRCN","CRMS Database CRMS0006_2",NA,NA,"marsh",30.25993,-89.97923,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.1,"CRMS0006_2",33.66,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.66,0.1,NA,2,"0-15cm",14.5839044181364,"Estimated (our equation)",14.5839044181364,NA,"30.25993_-89.97923"
"CCRCN","CRMS Database CRMS0006_3",NA,NA,"marsh",30.25993,-89.97923,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.36,"CRMS0006_3",10.64,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.64,0.36,NA,2,"0-15cm",4.44277025929769,"Estimated (our equation)",4.44277025929769,NA,"30.25993_-89.97923"
"CCRCN","CRMS Database CRMS2854_1",NA,NA,"marsh",30.30347,-89.97923,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.12,"CRMS2854_1",55.29,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.29,0.12,NA,2,"0-15cm",24.7721038979417,"Estimated (our equation)",24.7721038979417,NA,"30.30347_-89.97923"
"CCRCN","CRMS Database CRMS2854_2",NA,NA,"marsh",30.30347,-89.97923,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.1,"CRMS2854_2",55.47,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.47,0.1,NA,2,"0-15cm",24.8595682428911,"Estimated (our equation)",24.8595682428911,NA,"30.30347_-89.97923"
"CCRCN","CRMS Database CRMS2854_3",NA,NA,"marsh",30.30347,-89.97923,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.09,"CRMS2854_3",59.94,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.94,0.09,NA,2,"0-15cm",27.0457912952934,"Estimated (our equation)",27.0457912952934,NA,"30.30347_-89.97923"
"CCRCN","CRMS Database CRMS3667_1",NA,NA,"marsh",30.25992,-89.88548,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.16,"CRMS3667_1",45.98,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.98,0.16,NA,2,"0-15cm",20.3085780793212,"Estimated (our equation)",20.3085780793212,NA,"30.25992_-89.88548"
"CCRCN","CRMS Database CRMS3667_2",NA,NA,"marsh",30.25992,-89.88548,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.15,"CRMS3667_2",38.49,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.49,0.15,NA,2,"0-15cm",16.8035361598879,"Estimated (our equation)",16.8035361598879,NA,"30.25992_-89.88548"
"CCRCN","CRMS Database CRMS3667_3",NA,NA,"marsh",30.25992,-89.88548,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.1,"CRMS3667_3",43.47,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.47,0.1,NA,2,"0-15cm",19.1254567170865,"Estimated (our equation)",19.1254567170865,NA,"30.25992_-89.88548"
"CCRCN","CRMS Database CRMS4094_1",NA,NA,"marsh",30.38572,-90.14679,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.11,"CRMS4094_1",33.08,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.08,0.11,NA,2,"0-15cm",14.3195072000463,"Estimated (our equation)",14.3195072000463,NA,"30.38572_-90.14679"
"CCRCN","CRMS Database CRMS4094_2",NA,NA,"marsh",30.38572,-90.14679,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.18,"CRMS4094_2",40.61,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.61,0.18,NA,2,"0-15cm",17.7878444672737,"Estimated (our equation)",17.7878444672737,NA,"30.38572_-90.14679"
"CCRCN","CRMS Database CRMS4094_3",NA,NA,"marsh",30.38572,-90.14679,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.1,"CRMS4094_3",49.27,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.27,0.1,NA,2,"0-15cm",21.8723913660263,"Estimated (our equation)",21.8723913660263,NA,"30.38572_-90.14679"
"CCRCN","CRMS Database CRMS4110_1",NA,NA,"marsh",30.20187,-89.66672,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.21,"CRMS4110_1",20.02,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.02,0.21,NA,2,"0-15cm",8.48763966403705,"Estimated (our equation)",8.48763966403705,NA,"30.20187_-89.66672"
"CCRCN","CRMS Database CRMS4110_2",NA,NA,"marsh",30.20187,-89.66672,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.1,"CRMS4110_2",32.15,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.15,0.1,NA,2,"0-15cm",13.8965187574712,"Estimated (our equation)",13.8965187574712,NA,"30.20187_-89.66672"
"CCRCN","CRMS Database CRMS4110_3",NA,NA,"marsh",30.20187,-89.66672,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.13,"CRMS4110_3",16.54,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.54,0.13,NA,2,"0-15cm",6.97296575439073,"Estimated (our equation)",6.97296575439073,NA,"30.20187_-89.66672"
"CCRCN","CRMS Database CRMS4406_1",NA,NA,"marsh",30.20187,-89.72922,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.11,"CRMS4406_1",24.79,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.79,0.11,NA,2,"0-15cm",10.5906564256246,"Estimated (our equation)",10.5906564256246,NA,"30.20187_-89.72922"
"CCRCN","CRMS Database CRMS4406_2",NA,NA,"marsh",30.20187,-89.72922,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.2,"CRMS4406_2",31.71,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.71,0.2,NA,2,"0-15cm",13.6968067700044,"Estimated (our equation)",13.6968067700044,NA,"30.20187_-89.72922"
"CCRCN","CRMS Database CRMS4406_3",NA,NA,"marsh",30.20187,-89.72922,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.15,"CRMS4406_3",34.99,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.99,0.15,NA,2,"0-15cm",15.1919290439528,"Estimated (our equation)",15.1919290439528,NA,"30.20187_-89.72922"
"CCRCN","CRMS Database CRMS4407_1",NA,NA,"marsh",30.22364,-89.72922,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.09,"CRMS4407_1",49.05,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.05,0.09,NA,2,"0-15cm",21.7673591185615,"Estimated (our equation)",21.7673591185615,NA,"30.22364_-89.72922"
"CCRCN","CRMS Database CRMS4407_2",NA,NA,"marsh",30.22364,-89.72922,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.07,"CRMS4407_2",60.25,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.25,0.07,NA,2,"0-15cm",27.1984202899369,"Estimated (our equation)",27.1984202899369,NA,"30.22364_-89.72922"
"CCRCN","CRMS Database CRMS4407_3",NA,NA,"marsh",30.22364,-89.72922,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.15,"CRMS4407_3",43.8,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,0.15,NA,2,"0-15cm",19.2805153492937,"Estimated (our equation)",19.2805153492937,NA,"30.22364_-89.72922"
"CCRCN","CRMS Database CRMS0030_1",NA,NA,"marsh",30.30482,-90.32942,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.12,"CRMS0030_1",29.83,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.83,0.12,NA,2,"0-15cm",12.8464699058473,"Estimated (our equation)",12.8464699058473,NA,"30.30482_-90.32942"
"CCRCN","CRMS Database CRMS0030_2",NA,NA,"marsh",30.30482,-90.32942,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.2,"CRMS0030_2",20.53,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.53,0.2,NA,2,"0-15cm",8.71100711582349,"Estimated (our equation)",8.71100711582349,NA,"30.30482_-90.32942"
"CCRCN","CRMS Database CRMS0030_3",NA,NA,"marsh",30.30482,-90.32942,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.16,"CRMS0030_3",29.62,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.62,0.16,NA,2,"0-15cm",12.7517851388354,"Estimated (our equation)",12.7517851388354,NA,"30.30482_-90.32942"
"CCRCN","CRMS Database CRMS0034_1",NA,NA,"marsh",30.30348,-90.38549,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.08,"CRMS0034_1",54.36,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.36,0.08,NA,2,"0-15cm",24.3209096109889,"Estimated (our equation)",24.3209096109889,NA,"30.30348_-90.38549"
"CCRCN","CRMS Database CRMS0034_2",NA,NA,"marsh",30.30348,-90.38549,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.12,"CRMS0034_2",47.14,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.14,0.12,NA,2,"0-15cm",20.8582659763234,"Estimated (our equation)",20.8582659763234,NA,"30.30348_-90.38549"
"CCRCN","CRMS Database CRMS0034_3",NA,NA,"marsh",30.30348,-90.38549,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.17,"CRMS0034_3",46.81,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.81,0.17,NA,2,"0-15cm",20.7017022349349,"Estimated (our equation)",20.7017022349349,NA,"30.30348_-90.38549"
"CCRCN","CRMS Database CRMS0290_1",NA,NA,"marsh",29.4833,-91.04176,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.05,"CRMS0290_1",75.02,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.02,0.05,NA,2,"0-15cm",34.6225289225976,"Estimated (our equation)",34.6225289225976,NA,"29.4833_-91.04176"
"CCRCN","CRMS Database CRMS0290_2",NA,NA,"marsh",29.4833,-91.04176,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.03,"CRMS0290_2",67.91,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.91,0.03,NA,2,"0-15cm",31.0115170619282,"Estimated (our equation)",31.0115170619282,NA,"29.4833_-91.04176"
"CCRCN","CRMS Database CRMS0290_3",NA,NA,"marsh",29.4833,-91.04176,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.08,"CRMS0290_3",80.08,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.08,0.08,NA,2,"0-15cm",37.2344365109231,"Estimated (our equation)",37.2344365109231,NA,"29.4833_-91.04176"
"CCRCN","CRMS Database CRMS0293_1",NA,NA,"marsh",29.24379,-91.19802,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.52,"CRMS0293_1",16.79,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.79,0.52,NA,2,"0-15cm",7.08122719445412,"Estimated (our equation)",7.08122719445412,NA,"29.24379_-91.19802"
"CCRCN","CRMS Database CRMS0293_2",NA,NA,"marsh",29.24379,-91.19802,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.31,"CRMS0293_2",50.75,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.75,0.31,NA,2,"0-15cm",22.5806898017481,"Estimated (our equation)",22.5806898017481,NA,"29.24379_-91.19802"
"CCRCN","CRMS Database CRMS0293_3",NA,NA,"marsh",29.24379,-91.19802,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.49,"CRMS0293_3",16.59,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.59,0.49,NA,2,"0-15cm",6.99461121465354,"Estimated (our equation)",6.99461121465354,NA,"29.24379_-91.19802"
"CCRCN","CRMS Database CRMS0294_1",NA,NA,"marsh",29.41798,-90.94801,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.17,"CRMS0294_1",38.5,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,0.17,NA,2,"0-15cm",16.8081647170498,"Estimated (our equation)",16.8081647170498,NA,"29.41798_-90.94801"
"CCRCN","CRMS Database CRMS0294_2",NA,NA,"marsh",29.41798,-90.94801,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.18,"CRMS0294_2",44.72,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.72,0.18,NA,2,"0-15cm",19.7135852121367,"Estimated (our equation)",19.7135852121367,NA,"29.41798_-90.94801"
"CCRCN","CRMS Database CRMS0294_3",NA,NA,"marsh",29.41798,-90.94801,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.14,"CRMS0294_3",49.53,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.53,0.14,NA,2,"0-15cm",21.9966055960759,"Estimated (our equation)",21.9966055960759,NA,"29.41798_-90.94801"
"CCRCN","CRMS Database CRMS0296_1",NA,NA,"marsh",29.41798,-90.91676,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.08,"CRMS0296_1",86.19,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.19,0.08,NA,2,"0-15cm",40.4349392384447,"Estimated (our equation)",40.4349392384447,NA,"29.41798_-90.91676"
"CCRCN","CRMS Database CRMS0296_2",NA,NA,"marsh",29.41798,-90.91676,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.1,"CRMS0296_2",72.84,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.84,0.1,NA,2,"0-15cm",33.5080170472566,"Estimated (our equation)",33.5080170472566,NA,"29.41798_-90.91676"
"CCRCN","CRMS Database CRMS0296_3",NA,NA,"marsh",29.41798,-90.91676,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.06,"CRMS0296_3",83.84,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.84,0.06,NA,2,"0-15cm",39.1979436511513,"Estimated (our equation)",39.1979436511513,NA,"29.41798_-90.91676"
"CCRCN","CRMS Database CRMS0301_1",NA,NA,"marsh",29.50508,-91.22927,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.22,"CRMS0301_1",32.76,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.76,0.22,NA,2,"0-15cm",14.1738295120204,"Estimated (our equation)",14.1738295120204,NA,"29.50508_-91.22927"
"CCRCN","CRMS Database CRMS0301_2",NA,NA,"marsh",29.50508,-91.22927,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.17,"CRMS0301_2",44.42,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.42,0.17,NA,2,"0-15cm",19.5722397824534,"Estimated (our equation)",19.5722397824534,NA,"29.50508_-91.22927"
"CCRCN","CRMS Database CRMS0301_3",NA,NA,"marsh",29.50508,-91.22927,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.2,"CRMS0301_3",38.84,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.84,0.2,NA,2,"0-15cm",16.9656169107764,"Estimated (our equation)",16.9656169107764,NA,"29.50508_-91.22927"
"CCRCN","CRMS Database CRMS0302_1",NA,NA,"marsh",29.14783,-90.917,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.51,"CRMS0302_1",10.56,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,0.51,NA,2,"0-15cm",4.40878916332478,"Estimated (our equation)",4.40878916332478,NA,"29.14783_-90.917"
"CCRCN","CRMS Database CRMS0302_2",NA,NA,"marsh",29.14783,-90.917,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.47,"CRMS0302_2",10.16,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.16,0.47,NA,2,"0-15cm",4.23901477625775,"Estimated (our equation)",4.23901477625775,NA,"29.14783_-90.917"
"CCRCN","CRMS Database CRMS0302_3",NA,NA,"marsh",29.14783,-90.917,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.53,"CRMS0302_3",10,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.53,NA,2,"0-15cm",4.17116619806978,"Estimated (our equation)",4.17116619806978,NA,"29.14783_-90.917"
"CCRCN","CRMS Database CRMS0303_1",NA,NA,"marsh",29.24379,-91.07301,"direct from dataset",1,"United States",NA,NA,0,0.04,"EA","Core-level",NA,0.4,"CRMS0303_1",11.81,NA,NA,NA,"CRMS Database",NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.81,0.4,NA,2,"0-15cm",4.94074234631993,"Estimated (our equation)",4.94074234631993,NA,"29.24379_-91.07301"
