system:index,saltmarsh,.geo
1548,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.90960490593339,55.201249630323574]}"
1549,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.7837558969541,53.70744114436122]}"
1550,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.30593703500507,54.62129728289601]}"
1551,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.9393969533932,38.34436332382075]}"
1552,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.51763792749908,39.523402134227624]}"
1553,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-157.4655514060183,57.41919006681467]}"
1554,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.41102289218427,-17.819116723087447]}"
1555,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.973767100584784,44.68449293607951]}"
1556,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.835246883773554,44.68880484944328]}"
1557,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.24508615012398,58.650241332172065]}"
1558,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.55843973852552,22.57596564708555]}"
1559,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.62107061095605,15.247060401596434]}"
1560,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-139.19085408658967,59.33879999744968]}"
1561,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.03649568704282,40.79379960902945]}"
1562,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.37439362198083,53.3600626239922]}"
1563,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.37317179874988,46.53322579079748]}"
1564,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.57063395498028,39.306728487697995]}"
1565,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[41.673160440654044,42.22885827541038]}"
1566,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.92647493614743,53.37542381535064]}"
1567,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.49259527035215,56.71095829681484]}"
1568,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.83314912669111,32.531095625698086]}"
1569,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.98362481928022,31.204643277167204]}"
1570,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[122.00437590234338,31.193055010002062]}"
1571,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.43858326232333,29.58525031448494]}"
1572,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.806086577185862,59.404287181661985]}"
1573,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.4211122451455,59.81957833751044]}"
1574,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.46862611919697,58.09939439994997]}"
1575,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.56202385109829,20.071821961073972]}"
1576,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.39100291812935,52.06702760403056]}"
1577,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.31667564987784,40.922618020772184]}"
1578,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-96.80043380733038,28.14534074556976]}"
1579,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.34149659741065,33.145273785450605]}"
1580,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-86.90674859415161,55.906516959885806]}"
1581,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[122.09277012630074,31.276598331425177]}"
1582,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.39865689517175,55.38423645369872]}"
1583,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.66394769569966,29.720267101688105]}"
1584,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.62139334281488,37.96787938824626]}"
1585,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.59905273793142,52.24758897613859]}"
1586,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.99732622048197,58.257048732312946]}"
1587,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.94895111537782,55.122826706019936]}"
1588,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.91029153818772,36.643852490982496]}"
1589,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.7066688668163246,47.63761460109402]}"
1590,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.35866356790103,30.061177752011464]}"
1591,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.119076265191894,46.267504129754926]}"
1592,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.50958053563312,31.039443096417624]}"
1593,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.53748777510489,29.56638569351843]}"
1594,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-77.0960677132255,37.29818534393515]}"
1595,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.5595243333009,56.598579054771484]}"
1596,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.90573757592982,26.475552295448395]}"
1597,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.65055364940258,56.02967598533859]}"
1598,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[130.65703855051103,42.287877589577036]}"
1599,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.64608913062909,-19.776455895655474]}"
1600,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.58633325515173,29.899750495455187]}"
1601,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.31183847018916,37.12948173357751]}"
1602,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.79096032831046,19.682671779993395]}"
1603,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.12069274272667,59.038583029496934]}"
1604,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.16733613522914,15.293413470257]}"
1605,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.539558086496214,-18.373467084917603]}"
1606,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[153.00945843914343,-25.883742186270453]}"
1607,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.91476647158953,57.06049277386575]}"
1608,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.75968192536031,-2.679988902877975]}"
1609,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.98863047130942,46.034391313525916]}"
1610,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.05018667361624,52.848292406629305]}"
1611,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70806412471363,18.417664196896286]}"
1612,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.83096737842673,59.35847310217189]}"
1613,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.3966623044193,31.810197610192173]}"
1614,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.82505932680819,38.8731117000535]}"
1615,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.02138861331544,-31.065314576600265]}"
1616,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6939560004711,29.39283118062654]}"
1617,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.61081609387153,51.58166785602078]}"
1618,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.791267683215125,-36.382981732474185]}"
1619,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.81303474682592,31.624785335549902]}"
1620,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.79330509661287,29.77713045917287]}"
1621,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.1093843847751,30.344147066509112]}"
1622,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.72914455607008,59.8508397093978]}"
1623,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.52332475948015,31.186317645371165]}"
1624,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.58905399258659,35.851807904974315]}"
1625,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.44568287324111,39.477588054737524]}"
1626,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.12891364460731,57.29818699804377]}"
1627,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.398543804190094,55.37749908906782]}"
1628,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.31123252089952,31.67760627425613]}"
1629,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[154.08258587755262,59.546849817251754]}"
1630,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.88064713381178,35.973888952086156]}"
1631,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.33602933095845,31.62155140052707]}"
1632,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.30104661804278,58.69066551995744]}"
1633,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.3670245164778,55.94343771806312]}"
1634,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.46813160678039,-37.24859834025175]}"
1635,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.95128216083468,52.77687634154181]}"
1636,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.807689821851724,54.17258879847831]}"
1637,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.5365299941567,31.150474865534797]}"
1638,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.5098363073728,52.31792706288514]}"
1639,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.24970707250104,14.446391988860704]}"
1640,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-157.51621638804266,58.13011678266686]}"
1641,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.630027584170755,46.65288138664221]}"
1642,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.104700300472746,54.562277968729354]}"
1643,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.684867251103329,54.77868212067375]}"
1644,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.291204276301514,58.43222021271625]}"
1645,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.39055833476912,54.99832020764097]}"
1646,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[138.53706022280747,-34.7964671091907]}"
1647,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.40373612375458,37.2857885930143]}"
1648,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.68030122010849,46.53780719874649]}"
1649,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.41892057222943,-36.01727758030913]}"
1650,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.26692397204779,45.271182648137966]}"
1651,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.1283812718713,29.39876006150173]}"
1652,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.72236982109639,45.44958806356411]}"
1653,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.4031971345841,35.450530467558124]}"
1654,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.82296322383436,29.71299074788674]}"
1655,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.85228324224286,25.470606987103885]}"
1656,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.8536976752882,35.690380648418035]}"
1657,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.57950148471058,16.27814668470882]}"
1658,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-114.06290946461316,28.152886593956364]}"
1659,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.2492558727063665,43.56285647232787]}"
1660,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.146755178615095,57.18877219643801]}"
1661,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.38140213530556,58.716267505554846]}"
1662,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.75073867499115,57.79756046448581]}"
1663,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[157.17853967274212,57.752285374166185]}"
1664,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[20.270708964978034,54.58868843808247]}"
1665,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.557909509874747,38.85936747620647]}"
1666,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.33271140475368,14.373628450847022]}"
1667,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.7823024394573368,46.59116712662319]}"
1668,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.65160418205241,31.034861688468613]}"
1669,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.43870345971608,31.07070446830498]}"
1670,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.6961031966333,-37.986744009212764]}"
1671,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.13361855816631,45.87970142160053]}"
1672,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.00761314558343,57.903471836483504]}"
1673,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.23383433766324,29.28341637902078]}"
1674,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.6553496605546,37.57226133712002]}"
1675,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.07742431189646,43.05189473872069]}"
1676,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.56401844185076,52.378832839148444]}"
1677,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.3976304999958,-36.06309165979923]}"
1678,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-163.6782100794605,59.87024331953479]}"
1679,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.46349696155778,31.127028836619278]}"
1680,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-159.62447252834278,56.566239704543186]}"
1681,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.9311765414892,43.8253441983476]}"
1682,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[140.31383802326746,49.28072308727704]}"
1683,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.14110571697685,59.363593499291376]}"
1684,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.15906579426876,47.99873734531007]}"
1685,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.60047758560508,-16.435262027901324]}"
1686,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.77584614817198,51.84685052789286]}"
1687,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.23229805311652,55.90328302486298]}"
1688,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.67340579776541,37.985666030871826]}"
1689,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.6150473242706,28.80236854437478]}"
1690,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.31577441442049,29.735089303876077]}"
1691,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[31.89023750200722,31.23725212198074]}"
1692,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.14957363007744,-29.912147246376037]}"
1693,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.19730327146391,35.348931008924204]}"
1694,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.61516917577197,30.19484706628845]}"
1695,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.77362157726233,35.882799782276436]}"
1696,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.48005798275854,30.427420893346994]}"
1697,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[19.409404270564238,40.81832361628591]}"
1698,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-9.8744163503344,53.44091099956296]}"
1699,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.358486825017444,-38.92323769290737]}"
1700,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.50805797393197,55.07836009945602]}"
1701,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.332557145235356,43.82103228498382]}"
1702,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.34038621105275,54.12946966484057]}"
1703,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.54834824147903,29.698707534869236]}"
1704,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.32291519387493,53.03720811087965]}"
1705,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.50768696712538,59.12697725345429]}"
1706,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.64316916694538,15.160283145150489]}"
1707,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.90478855550134,54.73933591122931]}"
1708,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.837603720812904,53.816316956796506]}"
1709,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.5136163379771879,46.21495268563394]}"
1710,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.7535384412821,-36.52796981933108]}"
1711,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.4458854077072,32.60844057166078]}"
1712,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.94427860983579,38.107208088813195]}"
1713,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.2437370230892,39.66731224274357]}"
1714,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.57964912779444,52.4235689402976]}"
1715,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.55172816547712,59.23154115252581]}"
